DCID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,DebtConsolidationAmount,Tenor,CreditHistory,PropertyArea,FacilityStatus
DC009085,Male,Yes,0,Graduate,No,107850,163775,365435,36,1,Semiurban,Yes
DC009086,Male,Yes,0,Graduate,No,107950,163795,365440,36,1,Urban,Yes
DC009087,Male,Yes,1,Graduate,No,108050,163815,365445,36,1,Urban,Yes
DC009088,Female,No,0,Graduate,No,108150,163835,365450,36,1,Urban,Yes
DC009089,Female,Yes,2,Graduate,No,108250,163855,365455,36,1,Urban,Yes
DC009090,Female,No,2,Graduate,No,108350,163875,365460,36,1,Semiurban,Yes
DC009091,Male,No,3,Graduate,No,108450,163895,365465,36,1,Semiurban,Yes
DC009092,Male,Yes,2,Graduate,No,108550,163915,365470,36,1,Semiurban,Yes
DC009093,Male,Yes,0,Not Graduate,Yes,56785,50844,118305,36,0,Rural,No
DC009094,Male,No,1,Graduate,No,108650,163935,365475,36,1,Semiurban,Yes
DC009095,Female,No,0,Graduate,No,108750,163955,365480,36,1,Semiurban,Yes
DC009096,Male,Yes,2,Graduate,No,108850,163975,365485,18,1,Urban,Yes
DC009097,Male,Yes,0,Graduate,No,108950,163995,365490,36,1,Urban,Yes
DC009098,Male,No,0,Graduate,No,109050,164015,365495,48,1,Urban,Yes
DC009099,Male,No,1,Graduate,No,109150,164035,365500,36,1,Urban,Yes
DC009100,Female,No,1,Graduate,No,109250,164055,365505,36,1,Semiurban,Yes
DC009101,Male,Yes,1,Graduate,No,109350,164075,365510,12,1,Semiurban,Yes
DC009102,Male,No,0,Not Graduate,Yes,56875,50754,118395,36,0,Rural,No
DC009103,Male,Yes,0,Graduate,No,109450,164095,365515,36,1,Semiurban,Yes
DC009104,Female,Yes,2,Graduate,No,109550,164115,365520,36,1,Rural,Yes
DC009105,Male,Yes,0,Graduate,No,109650,164135,365525,36,1,Urban,Yes
DC009106,Male,No,2,Graduate,No,109750,164155,365530,36,1,Semiurban,Yes
DC009107,Male,Yes,0,Not Graduate,Yes,56925,50704,118445,36,0,Rural,No
DC009108,Male,Yes,0,Graduate,No,109850,164175,365535,36,1,Semiurban,Yes
DC009109,Male,No,0,Graduate,No,109950,164195,365540,36,1,Urban,Yes
DC009110,Female,No,2,Graduate,No,110050,164215,365545,18,1,Semiurban,Yes
DC009111,Male,Yes,2,Graduate,No,110150,164235,365550,36,1,Semiurban,Yes
DC009112,Male,Yes,0,Graduate,No,110250,164255,365555,18,1,Urban,Yes
DC009113,Female,Yes,2,Graduate,No,110350,164275,365560,36,1,Semiurban,Yes
DC009114,Male,Yes,3,Graduate,No,110450,164295,365565,36,1,Urban,Yes
DC009115,Male,Yes,0,Graduate,No,110550,164315,365570,36,1,Urban,Yes
DC009116,Male,No,3,Graduate,No,110650,164335,365575,36,1,Urban,Yes
DC009117,Female,Yes,0,Graduate,No,110750,164355,365580,36,1,Semiurban,Yes
DC009118,Female,No,1,Graduate,No,110850,164375,365585,36,0,Semiurban,Yes
DC009119,Female,Yes,0,Graduate,No,110950,164395,365590,36,0,Semiurban,Yes
DC009120,Male,No,1,Graduate,No,111050,164415,365595,36,1,Urban,Yes
DC009121,Male,Yes,2,Not Graduate,Yes,57065,50564,118585,36,0,Rural,No
DC009122,Female,No,0,Graduate,No,111150,164435,365600,36,1,Urban,Yes
DC009123,Male,Yes,0,Graduate,No,111250,164455,365605,18,1,Semiurban,Yes
DC009124,Female,Yes,3,Graduate,No,111350,164475,365610,36,1,Semiurban,Yes
DC009125,Male,Yes,1,Graduate,No,111450,164495,365615,36,1,Semiurban,Yes
DC009126,Female,No,2,Graduate,No,111550,164515,365620,36,1,Semiurban,Yes
DC009127,Male,Yes,0,Graduate,No,111650,164535,365625,36,1,Semiurban,Yes
DC009128,Male,Yes,2,Not Graduate,Yes,57135,50494,118655,36,0,Rural,No
DC009129,Female,Yes,2,Graduate,No,111750,164555,365630,36,1,Urban,Yes
DC009130,Male,Yes,3,Graduate,No,111850,164575,365635,36,1,Semiurban,Yes
DC009131,Male,Yes,2,Graduate,No,111950,164595,365640,36,1,Rural,Yes
DC009132,Male,Yes,0,Graduate,No,112050,164615,365645,18,1,Urban,Yes
DC009133,Female,Yes,1,Graduate,No,112150,164635,365650,12,1,Urban,Yes
DC009134,Male,Yes,0,Graduate,No,112250,164655,365655,36,1,Urban,Yes
DC009135,Male,Yes,2,Graduate,No,112350,164675,365660,36,1,Urban,Yes
DC009136,Male,No,0,Graduate,No,112450,164695,365665,48,1,Semiurban,Yes
DC009137,Female,Yes,0,Graduate,No,112550,164715,365670,36,1,Semiurban,Yes
DC009138,Male,Yes,1,Not Graduate,Yes,57235,50394,118755,36,0,Rural,No
DC009139,Male,Yes,1,Not Graduate,Yes,57245,50384,118765,18,0,Rural,No
DC009140,Female,Yes,1,Graduate,No,112650,164735,365675,36,1,Semiurban,Yes
DC009141,Male,Yes,0,Not Graduate,Yes,57265,50364,118785,36,0,Rural,No
DC009142,Male,Yes,0,Graduate,No,112750,164755,365680,36,1,Semiurban,Yes
DC009143,Male,Yes,2,Graduate,No,112850,164775,365685,36,1,Semiurban,Yes
DC009144,Male,Yes,0,Graduate,No,112950,164795,365690,36,1,Semiurban,Yes
DC009145,Female,Yes,2,Graduate,No,113050,164815,365695,36,1,Semiurban,Yes
DC009146,Male,No,0,Not Graduate,Yes,57315,50314,118835,48,0,Rural,No
DC009147,Male,Yes,0,Graduate,No,113150,164835,365700,36,1,Urban,Yes
DC009148,Male,No,0,Graduate,No,113250,164855,365705,36,1,Rural,Yes
DC009149,Female,Yes,2,Graduate,No,113350,164875,365710,18,1,Semiurban,Yes
DC009150,Male,Yes,2,Graduate,No,113450,164895,365715,36,1,Semiurban,Yes
DC009151,Male,Yes,0,Graduate,No,113550,164915,365720,36,1,Semiurban,Yes
DC009152,Male,Yes,2,Graduate,No,113650,164935,365725,36,1,Semiurban,Yes
DC009153,Male,Yes,3,Graduate,No,113750,164955,365730,30,1,Semiurban,Yes
DC009154,Male,Yes,0,Graduate,No,113850,164975,365735,36,1,Semiurban,Yes
DC009155,Female,Yes,3,Graduate,No,113950,164995,365740,18,1,Semiurban,Yes
DC009156,Male,No,0,Not Graduate,Yes,57415,50214,118935,36,0,Rural,No
DC009157,Male,No,1,Graduate,No,114050,165015,365745,36,1,Semiurban,Yes
DC009158,Female,Yes,0,Not Graduate,Yes,57435,50194,118955,36,0,Rural,No
DC009159,Male,No,1,Graduate,No,114150,165035,365750,36,1,Semiurban,Yes
DC009160,Male,No,2,Graduate,No,114250,165055,365755,36,1,Semiurban,Yes
DC009161,Male,Yes,0,Graduate,No,114350,165075,365760,36,1,Semiurban,Yes
DC009162,Female,No,0,Graduate,No,114450,165095,365765,36,1,Semiurban,Yes
DC009163,Female,No,3,Not Graduate,Yes,57485,50144,119005,12,0,Rural,No
DC009164,Female,Yes,1,Graduate,No,114550,165115,365770,36,1,Semiurban,Yes
DC009165,Male,No,2,Graduate,No,114650,165135,365775,36,1,Semiurban,Yes
DC009166,Male,Yes,0,Not Graduate,Yes,57515,50114,119035,36,0,Rural,No
DC009167,Male,No,3,Graduate,No,114750,165155,365780,36,1,Semiurban,Yes
DC009168,Male,Yes,0,Not Graduate,Yes,57535,50094,119055,18,0,Rural,No
DC009169,Female,Yes,3,Not Graduate,Yes,57545,50084,119065,36,0,Rural,No
DC009170,Male,Yes,0,Not Graduate,Yes,57555,50074,119075,36,0,Rural,No
DC009171,Male,No,3,Not Graduate,Yes,57565,50064,119085,36,0,Rural,No
DC009172,Male,No,1,Graduate,No,114850,165175,365785,36,1,Semiurban,Yes
DC009173,Male,No,0,Not Graduate,Yes,57585,50044,119105,36,0,Rural,No
DC009174,Female,No,1,Graduate,No,114950,165195,365790,36,1,Semiurban,Yes
DC009175,Male,No,0,Graduate,No,115050,165215,365795,36,1,Semiurban,Yes
DC009176,Male,No,0,Graduate,No,115150,165235,365800,36,1,Semiurban,Yes
DC009177,Male,Yes,0,Graduate,No,115250,165255,365805,36,1,Semiurban,Yes
DC009178,Female,Yes,2,Graduate,No,115350,165275,365810,36,1,Urban,Yes
DC009179,Male,Yes,3,Not Graduate,Yes,57645,49984,119165,36,0,Rural,No
DC009180,Male,Yes,0,Graduate,No,115450,165295,365815,36,1,Urban,Yes
DC009181,Male,Yes,1,Not Graduate,Yes,57665,49964,119185,36,0,Rural,No
DC009182,Male,Yes,0,Graduate,No,115550,165315,365820,36,1,Rural,Yes
DC009183,Male,Yes,0,Graduate,No,115650,165335,365825,36,1,Semiurban,Yes
DC009184,Female,Yes,0,Graduate,No,115750,165355,365830,36,1,Semiurban,Yes
DC009185,Male,Yes,0,Graduate,No,115850,165375,365835,36,1,Semiurban,Yes
DC009186,Male,Yes,2,Graduate,No,115950,165395,365840,36,1,Urban,Yes
DC009187,Female,Yes,1,Graduate,No,116050,165415,365845,36,1,Semiurban,Yes
DC009188,Male,No,0,Graduate,No,116150,165435,365850,36,1,Semiurban,Yes
DC009189,Male,Yes,0,Graduate,No,116250,165455,365855,12,1,Semiurban,Yes
DC009190,Male,Yes,0,Graduate,No,116350,165475,365860,36,1,Semiurban,Yes
DC009191,Female,Yes,0,Graduate,No,116450,165495,365865,36,1,Rural,Yes
DC009192,Female,Yes,1,Not Graduate,Yes,57775,49854,119295,36,0,Rural,No
DC009193,Female,Yes,0,Graduate,No,116550,165515,365870,36,1,Semiurban,Yes
DC009194,Male,No,2,Graduate,No,116650,165535,365875,36,1,Rural,Yes
DC009195,Male,Yes,0,Graduate,No,116750,165555,365880,36,1,Semiurban,Yes
DC009196,Female,Yes,0,Graduate,No,116850,165575,365885,18,1,Rural,Yes
DC009197,Male,No,0,Not Graduate,Yes,57825,49804,119345,12,0,Rural,No
DC009198,Female,No,0,Graduate,No,116950,165595,365890,36,1,Semiurban,Yes
DC009199,Male,Yes,0,Graduate,No,117050,165615,365895,36,1,Semiurban,Yes
DC009200,Female,Yes,0,Graduate,No,117150,165635,365900,36,1,Semiurban,Yes
DC009201,Male,Yes,0,Graduate,No,117250,165655,365905,36,1,Semiurban,Yes
DC009202,Male,No,0,Graduate,No,117350,165675,365910,36,1,Semiurban,Yes
DC009203,Female,No,2,Graduate,No,117450,165695,365915,36,1,Semiurban,Yes
DC009204,Male,Yes,2,Graduate,No,117550,165715,365920,36,1,Semiurban,Yes
DC009205,Male,Yes,1,Graduate,No,117650,165735,365925,36,1,Semiurban,Yes
DC009206,Male,Yes,0,Not Graduate,Yes,57915,49714,119435,18,0,Rural,No
DC009207,Female,No,3,Graduate,No,117750,165755,365930,12,1,Semiurban,Yes
DC009208,Male,Yes,1,Graduate,No,117850,165775,365935,36,1,Semiurban,Yes
DC009209,Male,Yes,1,Not Graduate,Yes,57945,49684,119465,36,0,Rural,No
DC009210,Male,No,0,Graduate,No,117950,165795,365940,18,1,Urban,Yes
DC009211,Female,Yes,1,Graduate,No,118050,165815,365945,36,1,Urban,Yes
DC009212,Male,Yes,0,Not Graduate,Yes,57975,49654,119495,18,0,Rural,No
DC009213,Male,Yes,1,Graduate,No,118150,165835,365950,48,1,Semiurban,Yes
DC009214,Female,Yes,0,Graduate,No,118250,165855,365955,36,1,Urban,Yes
DC009215,Male,Yes,1,Not Graduate,Yes,58005,49624,119525,36,0,Rural,No
DC009216,Male,No,0,Graduate,No,118350,165875,365960,36,1,Urban,Yes
DC009217,Male,No,0,Not Graduate,Yes,58025,49604,119545,36,0,Rural,No
DC009218,Male,Yes,0,Not Graduate,Yes,58035,49594,119555,18,0,Rural,No
DC009219,Female,No,0,Graduate,No,118450,165895,365965,36,1,Urban,Yes
DC009220,Male,No,0,Graduate,No,118550,165915,365970,36,1,Urban,Yes
DC009221,Male,No,2,Not Graduate,Yes,58065,49564,119585,36,0,Rural,No
DC009222,Male,Yes,0,Graduate,No,118650,165935,365975,36,1,Urban,Yes
DC009223,Female,Yes,0,Graduate,No,118750,165955,365980,36,1,Urban,Yes
DC009224,Male,Yes,0,Not Graduate,Yes,58095,49534,119615,36,0,Rural,No
DC009225,Male,Yes,2,Graduate,No,118850,165975,365985,36,1,Urban,Yes
DC009226,Male,No,1,Graduate,No,118950,165995,365990,36,1,Semiurban,Yes
DC009227,Male,No,2,Graduate,No,119050,166015,365995,12,1,Semiurban,Yes
DC009228,Male,No,0,Graduate,No,119150,166035,366000,36,1,Semiurban,Yes
DC009229,Female,No,1,Graduate,No,119250,166055,366005,36,1,Semiurban,Yes
DC009230,Male,No,1,Graduate,No,119350,166075,366010,36,0,Semiurban,Yes
DC009231,Male,Yes,0,Graduate,No,119450,166095,366015,36,1,Semiurban,Yes
DC009232,Female,Yes,3,Graduate,No,119550,166115,366020,36,1,Urban,Yes
DC009233,Male,No,2,Graduate,No,119650,166135,366025,36,1,Urban,Yes
DC009234,Male,No,0,Graduate,No,119750,166155,366030,36,1,Urban,Yes
DC009235,Male,No,3,Graduate,No,119850,166175,366035,36,1,Urban,Yes
DC009236,Female,Yes,1,Graduate,No,119950,166195,366040,36,1,Urban,Yes
DC009237,Female,No,0,Graduate,No,120050,166215,366045,36,1,Urban,Yes
DC009238,Female,Yes,0,Graduate,No,120150,166235,366050,36,1,Semiurban,Yes
DC009239,Male,Yes,0,Graduate,No,120250,166255,366055,12,1,Semiurban,Yes
DC009240,Male,Yes,0,Graduate,No,120350,166275,366060,36,1,Semiurban,Yes
DC009241,Male,Yes,1,Graduate,No,120450,166295,366065,36,1,Semiurban,Yes
DC009242,Male,Yes,0,Graduate,No,120550,166315,366070,36,1,Urban,Yes
DC009243,Female,Yes,0,Graduate,No,120650,166335,366075,36,1,Urban,Yes
DC009244,Male,Yes,0,Not Graduate,Yes,58295,49334,119815,36,0,Rural,No
DC009245,Male,No,1,Not Graduate,Yes,58305,49324,119825,36,0,Rural,No
DC009246,Male,Yes,1,Graduate,No,120750,166355,366080,36,1,Urban,Yes
DC009247,Male,Yes,2,Graduate,No,120850,166375,366085,18,1,Urban,Yes
DC009248,Female,No,3,Graduate,No,120950,166395,366090,36,1,Urban,Yes
DC009249,Male,Yes,0,Graduate,No,121050,166415,366095,36,1,Urban,Yes
DC009250,Male,No,3,Graduate,No,121150,166435,366100,36,1,Urban,Yes
DC009251,Male,No,0,Graduate,No,121250,166455,366105,30,1,Urban,Yes
DC009252,Female,Yes,1,Graduate,No,121350,166475,366110,36,1,Urban,Yes
DC009253,Male,No,3,Graduate,No,121450,166495,366115,36,1,Urban,Yes
DC009254,Male,No,2,Graduate,No,121550,166515,366120,36,0,Urban,Yes
DC009255,Male,Yes,0,Graduate,No,121650,166535,366125,36,0,Urban,Yes
DC009256,Male,Yes,1,Graduate,No,121750,166555,366130,36,1,Semiurban,Yes
DC009257,Male,Yes,2,Graduate,No,121850,166575,366135,36,1,Urban,Yes
DC009258,Female,No,0,Graduate,No,121950,166595,366140,48,1,Urban,Yes
DC009259,Male,Yes,0,Graduate,No,122050,166615,366145,36,1,Semiurban,Yes
DC009260,Male,Yes,0,Graduate,No,122150,166635,366150,36,1,Urban,Yes
DC009261,Female,Yes,0,Graduate,No,122250,166655,366155,36,1,Semiurban,Yes
DC009262,Male,Yes,3,Graduate,No,122350,166675,366160,36,1,Urban,Yes
DC009263,Male,No,0,Graduate,No,122450,166695,366165,48,1,Urban,Yes
DC009264,Male,Yes,0,Graduate,No,122550,166715,366170,36,1,Urban,Yes
DC009265,Female,Yes,1,Not Graduate,Yes,58505,49124,120025,36,0,Rural,No
DC009266,Female,Yes,2,Not Graduate,Yes,58515,49114,120035,36,0,Rural,No
DC009267,Female,No,1,Graduate,No,122650,166735,366175,36,1,Urban,Yes
DC009268,Male,Yes,0,Graduate,No,122750,166755,366180,36,1,Urban,Yes
DC009269,Male,No,3,Graduate,No,122850,166775,366185,36,1,Urban,Yes
DC009270,Female,No,1,Not Graduate,Yes,58555,49074,120075,36,0,Rural,No
DC009271,Male,No,2,Graduate,No,122950,166795,366190,36,1,Urban,Yes
DC009272,Female,No,0,Graduate,No,123050,166815,366195,36,1,Urban,Yes
DC009273,Male,No,0,Graduate,No,123150,166835,366200,36,1,Urban,Yes
DC009274,Female,Yes,0,Not Graduate,Yes,58595,49034,120115,36,0,Rural,No
DC009275,Male,No,0,Graduate,No,123250,166855,366205,36,1,Urban,Yes
DC009276,Male,No,0,Not Graduate,Yes,58615,49014,120135,36,0,Rural,No
DC009277,Female,No,0,Graduate,No,123350,166875,366210,36,1,Urban,Yes
DC009278,Male,Yes,1,Graduate,No,123450,166895,366215,12,1,Urban,Yes
DC009279,Male,Yes,0,Not Graduate,Yes,58645,48984,120165,18,0,Rural,No
DC009280,Male,Yes,0,Graduate,No,123550,166915,366220,36,1,Urban,Yes
DC009281,Female,Yes,2,Graduate,No,123650,166935,366225,36,1,Urban,Yes
DC009282,Male,No,2,Graduate,No,123750,166955,366230,36,1,Urban,Yes
DC009283,Male,Yes,1,Graduate,No,123850,166975,366235,36,1,Urban,Yes
DC009284,Male,Yes,0,Graduate,No,123950,166995,366240,36,1,Urban,Yes
DC009285,Female,Yes,0,Graduate,No,124050,167015,366245,36,1,Urban,Yes
DC009286,Male,Yes,3,Not Graduate,Yes,58715,48914,120235,36,0,Rural,No
DC009287,Female,No,0,Graduate,No,124150,167035,366250,36,1,Urban,Yes
DC009288,Female,Yes,0,Graduate,No,124250,167055,366255,36,1,Urban,Yes
DC009289,Female,Yes,2,Graduate,No,124350,167075,366260,36,1,Urban,Yes
DC009290,Female,No,0,Graduate,No,124450,167095,366265,36,1,Urban,Yes
DC009291,Female,Yes,0,Graduate,No,124550,167115,366270,36,1,Semiurban,Yes
DC009292,Female,Yes,0,Graduate,No,124650,167135,366275,36,1,Urban,Yes
DC009293,Female,No,0,Graduate,No,124750,167155,366280,36,1,Urban,Yes
DC009294,Female,No,2,Not Graduate,Yes,58795,48834,120315,36,0,Rural,No
DC009295,Male,No,1,Graduate,No,124850,167175,366285,36,1,Semiurban,Yes
DC009296,Female,No,0,Graduate,No,124950,167195,366290,36,1,Urban,Yes
DC009297,Female,Yes,0,Graduate,No,125050,167215,366295,18,1,Urban,Yes
DC009298,Female,Yes,0,Graduate,No,125150,167235,366300,12,1,Semiurban,Yes
DC009299,Female,Yes,0,Graduate,No,125250,167255,366305,36,1,Semiurban,Yes
DC009300,Female,Yes,3,Graduate,No,125350,167275,366310,36,1,Semiurban,Yes
DC009301,Female,No,3,Not Graduate,Yes,58865,48764,120385,36,0,Rural,No
DC009302,Female,No,0,Graduate,No,125450,167295,366315,36,1,Semiurban,Yes
DC009303,Female,Yes,2,Not Graduate,Yes,58885,48744,120405,36,0,Rural,No
DC009304,Female,No,2,Graduate,No,125550,167315,366320,36,1,Semiurban,Yes
DC009305,Female,Yes,2,Not Graduate,Yes,58905,48724,120425,36,0,Rural,No
DC009306,Male,Yes,0,Not Graduate,Yes,58915,48714,120435,36,0,Rural,No
DC009307,Male,Yes,0,Graduate,No,125650,167335,366325,36,1,Semiurban,Yes
DC009308,Male,Yes,0,Graduate,No,125750,167355,366330,36,1,Semiurban,Yes
DC009309,Male,Yes,0,Not Graduate,Yes,58945,48684,120465,36,0,Rural,No
DC009310,Male,Yes,2,Not Graduate,Yes,58955,48674,120475,36,0,Rural,No
DC009311,Female,Yes,0,Graduate,No,125850,167375,366335,36,1,Semiurban,Yes
DC009312,Male,Yes,0,Graduate,No,125950,167395,366340,36,1,Semiurban,Yes
DC009313,Male,Yes,0,Graduate,No,126050,167415,366345,36,1,Semiurban,Yes
DC009314,Male,No,0,Graduate,No,126150,167435,366350,36,1,Semiurban,Yes
DC009315,Male,Yes,0,Graduate,No,126250,167455,366355,36,1,Semiurban,Yes
DC009316,Male,Yes,0,Graduate,No,126350,167475,366360,36,1,Semiurban,Yes
DC009317,Male,Yes,0,Graduate,No,126450,167495,366365,36,1,Semiurban,Yes
DC009318,Male,No,1,Graduate,No,126550,167515,366370,18,1,Semiurban,Yes
DC009319,Female,Yes,3,Graduate,No,126650,167535,366375,36,1,Semiurban,Yes
DC009320,Male,Yes,1,Graduate,No,126750,167555,366380,36,1,Urban,Yes
DC009321,Male,Yes,0,Not Graduate,Yes,59065,48564,120585,48,0,Rural,No
DC009322,Male,Yes,0,Graduate,No,126850,167575,366385,36,1,Semiurban,Yes
DC009323,Male,No,0,Graduate,No,126950,167595,366390,36,1,Semiurban,Yes
DC009324,Female,Yes,0,Graduate,No,127050,167615,366395,36,1,Semiurban,Yes
DC009325,Male,Yes,0,Graduate,No,127150,167635,366400,36,1,Urban,Yes
DC009326,Male,Yes,1,Graduate,No,127250,167655,366405,30,1,Urban,Yes
DC009327,Female,No,2,Graduate,No,127350,167675,366410,36,1,Urban,Yes
DC009328,Female,No,0,Not Graduate,Yes,59135,48494,120655,36,0,Rural,No
DC009329,Female,No,0,Graduate,No,127450,167695,366415,48,1,Urban,Yes
DC009330,Female,No,0,Graduate,No,127550,167715,366420,24,1,Urban,Yes
DC009331,Female,Yes,0,Graduate,No,127650,167735,366425,36,1,Urban,Yes
DC009332,Male,Yes,0,Graduate,No,127750,167755,366430,36,1,Urban,Yes
DC009333,Male,No,1,Graduate,No,127850,167775,366435,36,1,Urban,Yes
DC009334,Male,Yes,0,Graduate,No,127950,167795,366440,36,1,Urban,Yes
DC009335,Male,Yes,0,Graduate,No,128050,167815,366445,30,1,Urban,Yes
DC009336,Male,No,1,Graduate,No,128150,167835,366450,18,1,Urban,Yes
DC009337,Female,No,2,Graduate,No,128250,167855,366455,36,1,Urban,Yes
DC009338,Male,Yes,0,Graduate,No,128350,167875,366460,18,1,Urban,Yes
DC009339,Male,Yes,0,Graduate,No,128450,167895,366465,36,0,Urban,Yes
DC009340,Male,Yes,1,Graduate,No,128550,167915,366470,36,1,Urban,Yes
DC009341,Male,No,0,Graduate,No,128650,167935,366475,48,1,Urban,Yes
DC009342,Male,Yes,0,Graduate,No,128750,167955,366480,36,1,Urban,Yes
DC009343,Male,Yes,0,Graduate,No,128850,167975,366485,36,1,Urban,Yes
DC009344,Male,No,0,Graduate,No,128950,167995,366490,36,1,Urban,Yes
DC009345,Female,No,0,Graduate,No,129050,168015,366495,36,1,Urban,Yes
DC009346,Male,No,0,Graduate,No,129150,168035,366500,36,1,Urban,Yes
DC009347,Female,Yes,0,Graduate,No,129250,168055,366505,36,1,Urban,Yes
DC009348,Female,No,0,Graduate,No,129350,168075,366510,18,1,Urban,Yes
DC009349,Female,No,0,Not Graduate,Yes,59345,48284,120865,36,0,Rural,No
DC009350,Female,Yes,0,Not Graduate,Yes,59355,48274,120875,36,0,Rural,No
DC009351,Male,Yes,3,Graduate,No,129450,168095,366515,36,1,Urban,Yes
DC009352,Male,Yes,1,Graduate,No,129550,168115,366520,36,1,Urban,Yes
DC009353,Male,No,0,Graduate,No,129650,168135,366525,36,1,Urban,Yes
DC009354,Male,Yes,1,Graduate,No,129750,168155,366530,36,1,Urban,Yes
DC009355,Male,Yes,2,Graduate,No,129850,168175,366535,36,1,Urban,Yes
DC009356,Female,Yes,0,Not Graduate,Yes,59415,48214,120935,18,0,Rural,No
DC009357,Male,Yes,2,Graduate,No,129950,168195,366540,36,1,Urban,Yes
DC009358,Male,Yes,1,Graduate,No,130050,168215,366545,36,1,Semiurban,Yes
DC009359,Male,No,2,Graduate,No,130150,168235,366550,36,1,Urban,Yes
DC009360,Male,Yes,2,Graduate,No,130250,168255,366555,36,1,Urban,Yes
DC009361,Male,No,0,Not Graduate,Yes,59465,48164,120985,36,0,Rural,No
DC009362,Male,No,0,Graduate,No,130350,168275,366560,36,1,Semiurban,Yes
DC009363,Male,Yes,0,Not Graduate,Yes,59485,48144,121005,18,0,Rural,No
DC009364,Female,No,2,Not Graduate,Yes,59495,48134,121015,30,0,Rural,No
DC009365,Male,No,0,Graduate,No,130450,168295,366565,36,1,Semiurban,Yes
DC009366,Female,No,0,Not Graduate,Yes,59515,48114,121035,36,0,Rural,No
DC009367,Female,No,2,Graduate,No,130550,168315,366570,36,1,Semiurban,Yes
DC009368,Female,No,0,Graduate,No,130650,168335,366575,36,1,Semiurban,Yes
DC009369,Female,Yes,3,Not Graduate,Yes,59545,48084,121065,36,0,Rural,No
DC009370,Male,No,0,Not Graduate,Yes,59555,48074,121075,36,0,Rural,No
DC009371,Male,Yes,1,Graduate,No,130750,168355,366580,30,1,Semiurban,Yes
DC009372,Male,Yes,0,Graduate,No,130850,168375,366585,36,1,Semiurban,Yes
DC009373,Male,No,0,Not Graduate,Yes,59585,48044,121105,36,0,Rural,No
DC009374,Male,Yes,3,Graduate,No,130950,168395,366590,36,1,Semiurban,Yes
DC009375,Female,Yes,2,Not Graduate,Yes,59605,48024,121125,36,0,Rural,No
DC009376,Male,Yes,0,Not Graduate,Yes,59615,48014,121135,36,0,Rural,No
DC009377,Male,Yes,1,Not Graduate,Yes,59625,48004,121145,36,0,Rural,No
DC009378,Male,No,1,Graduate,No,131050,168415,366595,36,1,Semiurban,Yes
DC009379,Male,No,3,Graduate,No,131150,168435,366600,36,1,Semiurban,Yes
DC009380,Male,Yes,0,Graduate,No,131250,168455,366605,36,1,Semiurban,Yes
DC009381,Male,Yes,2,Graduate,No,131350,168475,366610,36,1,Semiurban,Yes
DC009382,Male,Yes,2,Graduate,No,131450,168495,366615,36,1,Semiurban,Yes
DC009383,Female,Yes,2,Graduate,No,131550,168515,366620,36,1,Semiurban,Yes
DC009384,Male,No,1,Not Graduate,Yes,59695,47934,121215,24,0,Rural,No
DC009385,Female,Yes,2,Graduate,No,131650,168535,366625,36,1,Semiurban,Yes
DC009386,Female,Yes,0,Graduate,No,131750,168555,366630,24,1,Semiurban,Yes
DC009387,Female,Yes,3,Graduate,No,131850,168575,366635,36,1,Semiurban,Yes
DC009388,Female,Yes,0,Graduate,No,131950,168595,366640,36,1,Semiurban,Yes
DC009389,Male,No,0,Not Graduate,Yes,59745,47884,121265,36,0,Rural,No
DC009390,Male,Yes,2,Graduate,No,132050,168615,366645,36,1,Semiurban,Yes
DC009391,Male,Yes,1,Graduate,No,132150,168635,366650,36,1,Semiurban,Yes
